Subjects,activity,V1
3,SITTING,0.24429634
3,SITTING,0.27134909
3,SITTING,0.26855745
3,SITTING,0.27698778
3,SITTING,0.27788045
3,SITTING,0.27555343
3,SITTING,0.27464524
3,SITTING,0.27766128
3,SITTING,0.27838495
3,SITTING,0.27618768
3,SITTING,0.27552752
3,SITTING,0.27240728
3,SITTING,0.39317566
3,SITTING,0.28980389
3,SITTING,0.26915611
3,SITTING,0.27358776
3,SITTING,0.27889486
3,SITTING,0.27832059
3,SITTING,0.27882544
3,SITTING,0.27614864
3,SITTING,0.27546483
3,SITTING,0.27758758
3,SITTING,0.26184609
3,SITTING,0.25026411
3,SITTING,0.28577601
3,LAYING,0.31860472
3,LAYING,0.27807082
3,LAYING,0.25008823
3,LAYING,0.26573827
3,LAYING,0.26295204
3,LAYING,0.26633272
3,LAYING,0.27416584
3,LAYING,0.27802477
3,LAYING,0.28348739
3,LAYING,0.28766482
3,LAYING,0.274487
3,LAYING,0.26633797
3,LAYING,0.24782504
3,LAYING,0.24147544
3,LAYING,0.27421965
3,LAYING,0.31421469
3,LAYING,0.29067526
3,LAYING,0.25657896
3,LAYING,0.27507698
3,LAYING,0.2631234
3,LAYING,0.26825472
3,LAYING,0.27527453
3,LAYING,0.2771948
3,LAYING,0.27274802
3,LAYING,0.27531042
3,LAYING,0.27824475
3,LAYING,0.27513809
3,LAYING,0.27365544
3,LAYING,0.2714901
3,LAYING,0.28152916
3,LAYING,0.28170692
3,LAYING,0.27710055
3,WALKING,0.24035356
3,WALKING,0.38523426
3,WALKING,0.31645563
3,WALKING,0.20319549
3,WALKING,0.23717016
3,WALKING,0.33268007
3,WALKING,0.36837858
3,WALKING,0.23201142
3,WALKING,0.18181686
3,WALKING,0.26372531
3,WALKING,0.34416053
3,WALKING,0.32222132
3,WALKING,0.26773362
3,WALKING,0.25480481
3,WALKING,0.20035178
3,WALKING,0.27826892
3,WALKING,0.34005104
3,WALKING,0.32614515
3,WALKING,0.24592767
3,WALKING,0.23433414
3,WALKING,0.31359331
3,WALKING,0.35077557
3,WALKING,0.27225339
3,WALKING,0.22209307
3,WALKING,0.22819872
3,WALKING,0.26561363
3,WALKING,0.29782733
3,WALKING_DOWNSTAIRS,0.33591127
3,WALKING_DOWNSTAIRS,0.2951506
3,WALKING_DOWNSTAIRS,0.35136911
3,WALKING_DOWNSTAIRS,0.22365083
3,WALKING_DOWNSTAIRS,0.2269563
3,WALKING_DOWNSTAIRS,0.35190941
3,WALKING_DOWNSTAIRS,0.26049931
3,WALKING_DOWNSTAIRS,0.27854618
3,WALKING_DOWNSTAIRS,0.27317626
3,WALKING_DOWNSTAIRS,0.33965369
3,WALKING_DOWNSTAIRS,0.18861068
3,WALKING_DOWNSTAIRS,0.35668201
3,WALKING_DOWNSTAIRS,0.37473871
3,WALKING_DOWNSTAIRS,0.30192251
3,WALKING_DOWNSTAIRS,0.2759498
3,WALKING_DOWNSTAIRS,0.13869448
3,WALKING_DOWNSTAIRS,0.34347369
3,WALKING_DOWNSTAIRS,0.424807
3,WALKING_DOWNSTAIRS,0.20078516
3,WALKING_DOWNSTAIRS,0.42756169
3,WALKING_DOWNSTAIRS,0.38293696
3,WALKING_DOWNSTAIRS,0.19855719
3,WALKING_DOWNSTAIRS,0.24951885
3,WALKING_DOWNSTAIRS,0.22801284
3,WALKING_DOWNSTAIRS,0.33410992
3,WALKING_DOWNSTAIRS,0.27667259
3,WALKING_UPSTAIRS,0.12138473
3,WALKING_UPSTAIRS,0.2336308
3,WALKING_UPSTAIRS,0.29920213
3,WALKING_UPSTAIRS,0.32127063
3,WALKING_UPSTAIRS,0.22828647
3,WALKING_UPSTAIRS,0.24339753
3,WALKING_UPSTAIRS,0.38982759
3,WALKING_UPSTAIRS,0.31137714
3,WALKING_UPSTAIRS,0.28896163
3,WALKING_UPSTAIRS,0.12803974
3,WALKING_UPSTAIRS,0.30984748
3,WALKING_UPSTAIRS,0.39052715
3,WALKING_UPSTAIRS,0.3067724
3,WALKING_UPSTAIRS,0.17543173
3,WALKING_UPSTAIRS,0.21317248
3,WALKING_UPSTAIRS,0.25487923
3,WALKING_UPSTAIRS,0.18985623
3,WALKING_UPSTAIRS,0.22028647
3,WALKING_UPSTAIRS,0.30126226
3,WALKING_UPSTAIRS,0.29812846
3,WALKING_UPSTAIRS,0.29854837
3,WALKING_UPSTAIRS,0.25235428
3,WALKING_UPSTAIRS,0.27764222
3,WALKING_UPSTAIRS,0.29724976
3,WALKING_UPSTAIRS,0.26222974
5,STANDING,0.19695721
5,STANDING,0.24892254
5,STANDING,0.29745142
5,STANDING,0.31015977
5,STANDING,0.30170926
5,STANDING,0.28416228
5,STANDING,0.28272557
5,STANDING,0.28399551
5,STANDING,0.27880448
5,STANDING,0.27543356
5,STANDING,0.27435965
5,STANDING,0.271998
5,STANDING,0.28471301
5,STANDING,0.27953649
5,STANDING,0.27751085
5,STANDING,0.44771752
5,STANDING,0.26047972
5,STANDING,0.27695929
5,STANDING,0.27982846
5,STANDING,0.2791094
5,STANDING,0.28098394
5,STANDING,0.27802502
5,STANDING,0.27552393
5,STANDING,0.27697908
5,STANDING,0.27988052
5,STANDING,0.27583885
5,STANDING,0.27577535
5,STANDING,0.27900791
5,SITTING,0.12080064
5,SITTING,0.25615433
5,SITTING,0.2612768
5,SITTING,0.24486664
5,SITTING,0.27861767
5,SITTING,0.26804369
5,SITTING,0.27364874
5,SITTING,0.27792867
5,SITTING,0.27786886
5,SITTING,0.29024824
5,SITTING,0.28122698
5,SITTING,0.29496156
5,SITTING,0.29758243
5,SITTING,0.29063575
5,SITTING,0.27770711
5,SITTING,0.27300859
5,SITTING,0.27407041
5,SITTING,0.28287247
5,SITTING,0.27699958
5,SITTING,0.27264024
5,SITTING,0.28049483
5,SITTING,0.28213962
5,SITTING,0.26791366
5,LAYING,0.22616075
5,LAYING,0.34236147
5,LAYING,0.30918786
5,LAYING,0.32839403
5,LAYING,0.24894849
5,LAYING,0.23587587
5,LAYING,0.28108608
5,LAYING,0.27670047
5,LAYING,0.27475355
5,LAYING,0.27468606
5,LAYING,0.27931286
5,LAYING,0.27969764
5,LAYING,0.28034562
5,LAYING,0.2774361
5,LAYING,0.13125238
5,LAYING,0.36121188
5,LAYING,0.25968094
5,LAYING,0.27615756
5,LAYING,0.28342351
5,LAYING,0.28339096
5,LAYING,0.27768061
5,LAYING,0.27570584
5,LAYING,0.27870455
5,LAYING,0.28298767
5,LAYING,0.28376718
5,LAYING,0.27515858
5,LAYING,0.27617573
5,LAYING,0.29028719
5,WALKING,0.25043299
5,WALKING,0.32786904
5,WALKING,0.30185875
5,WALKING,0.28446165
5,WALKING,0.28960197
5,WALKING,0.26192646
5,WALKING,0.22620799
5,WALKING,0.23452938
5,WALKING,0.23975482
5,WALKING,0.29704619
5,WALKING,0.35051994
5,WALKING,0.29688239
5,WALKING,0.24206269
5,WALKING,0.23494583
5,WALKING,0.29398061
5,WALKING,0.30187688
5,WALKING,0.22356805
5,WALKING,0.18082048
5,WALKING,0.32962567
5,WALKING,0.33606288
5,WALKING,0.22117875
5,WALKING,0.2467954
5,WALKING,0.28482415
5,WALKING,0.31149451
5,WALKING,0.32773782
5,WALKING,0.26303998
5,WALKING,0.19515077
5,WALKING,0.24275744
5,WALKING,0.35641935
5,WALKING,0.34211244
5,WALKING_DOWNSTAIRS,0.26375943
5,WALKING_DOWNSTAIRS,0.27857697
5,WALKING_DOWNSTAIRS,0.28524939
5,WALKING_DOWNSTAIRS,0.25456071
5,WALKING_DOWNSTAIRS,0.27689933
5,WALKING_DOWNSTAIRS,0.31852328
5,WALKING_DOWNSTAIRS,0.21680114
5,WALKING_DOWNSTAIRS,0.24871013
5,WALKING_DOWNSTAIRS,0.42147549
5,WALKING_DOWNSTAIRS,0.21488596
5,WALKING_DOWNSTAIRS,0.18038232
5,WALKING_DOWNSTAIRS,0.25268551
5,WALKING_DOWNSTAIRS,0.35030454
5,WALKING_DOWNSTAIRS,0.3594459
5,WALKING_DOWNSTAIRS,0.45014933
5,WALKING_DOWNSTAIRS,0.20255027
5,WALKING_DOWNSTAIRS,0.075547189
5,WALKING_DOWNSTAIRS,0.43103639
5,WALKING_DOWNSTAIRS,0.43865363
5,WALKING_DOWNSTAIRS,0.12555853
5,WALKING_DOWNSTAIRS,0.22529531
5,WALKING_DOWNSTAIRS,0.38477687
5,WALKING_DOWNSTAIRS,0.24990971
5,WALKING_DOWNSTAIRS,0.30613493
5,WALKING_DOWNSTAIRS,0.43563467
5,WALKING_UPSTAIRS,0.17910807
5,WALKING_UPSTAIRS,0.24629555
5,WALKING_UPSTAIRS,0.3686516
5,WALKING_UPSTAIRS,0.3474603
5,WALKING_UPSTAIRS,0.27876023
5,WALKING_UPSTAIRS,0.24088216
5,WALKING_UPSTAIRS,0.29857047
5,WALKING_UPSTAIRS,0.32524092
5,WALKING_UPSTAIRS,0.24050929
5,WALKING_UPSTAIRS,0.18710156
5,WALKING_UPSTAIRS,0.24642972
5,WALKING_UPSTAIRS,0.29687678
5,WALKING_UPSTAIRS,0.32232811
5,WALKING_UPSTAIRS,0.34894838
5,WALKING_UPSTAIRS,0.30557077
5,WALKING_UPSTAIRS,0.30535108
5,WALKING_UPSTAIRS,0.25482202
5,WALKING_UPSTAIRS,0.31993965
5,WALKING_UPSTAIRS,0.36093061
5,WALKING_UPSTAIRS,0.27503015
5,WALKING_UPSTAIRS,0.27159427
5,WALKING_UPSTAIRS,0.27982103
5,WALKING_UPSTAIRS,0.21295066
5,WALKING_UPSTAIRS,0.20944376
5,WALKING_UPSTAIRS,0.26872071
5,STANDING,0.24720227
5,STANDING,0.25878924
5,STANDING,0.29173316
5,STANDING,0.28283651
5,STANDING,0.27576663
5,STANDING,0.27471934
5,STANDING,0.27628775
5,STANDING,0.29063471
5,STANDING,0.27903149
5,STANDING,0.27482438
5,STANDING,0.28056696
5,STANDING,0.27693786
5,STANDING,0.27427982
5,STANDING,0.28047468
5,STANDING,0.44245083
5,STANDING,0.26595632
5,STANDING,0.27435711
5,STANDING,0.28316633
5,STANDING,0.27439504
5,STANDING,0.27963345
5,STANDING,0.28080467
5,STANDING,0.27275585
5,STANDING,0.27614594
5,STANDING,0.27866474
5,STANDING,0.28260973
5,STANDING,0.2805821
5,STANDING,0.27516393
5,STANDING,0.27716646
5,SITTING,0.23786802
